DATE,TIME,VCUR_ROT_int,UCUR_ROT_int,VCURrot_11m,UCURrot_11m,VCURrot_95m,UCURrot_95m,VCUR_int,UCUR_int,VCUR_11m,UCUR_11m,VCUR_95m,UCUR_95m
2016-03-09-03, 736398.125,-0.408, 0.233,-0.512, 0.128,-0.249, 0.073,-0.462, 0.088,-0.526,-0.045,-0.259,-0.012
2016-03-09-04,736398.1667,-0.434, 0.269,-0.478, 0.145,-0.246, 0.077,-0.498, 0.113,-0.499,-0.018,-0.257,-0.007
2016-03-09-05,736398.2083,-0.466, 0.294,-0.472, 0.171,-0.258, 0.078,-0.536, 0.127,-0.503, 0.008,-0.269,-0.011
2016-03-09-06,  736398.25,-0.465, 0.329,-0.370, 0.146,-0.281, 0.112,-0.547, 0.160,-0.397, 0.018,-0.302, 0.015
2016-03-09-07,736398.2917,-0.494, 0.351,-0.382, 0.101,-0.306, 0.146,-0.581, 0.171,-0.394,-0.029,-0.337, 0.038
2016-03-09-08,736398.3333,-0.492, 0.309,-0.449, 0.127,-0.264, 0.107,-0.566, 0.132,-0.466,-0.026,-0.284, 0.015
2016-03-09-09, 736398.375,-0.478, 0.288,-0.507, 0.119,-0.259, 0.111,-0.546, 0.117,-0.518,-0.052,-0.281, 0.020
2016-03-09-10,736398.4167,-0.439, 0.257,-0.571, 0.153,-0.251, 0.073,-0.498, 0.100,-0.589,-0.041,-0.261,-0.013
2016-03-09-11,736398.4583,-0.406, 0.235,-0.622, 0.132,-0.260, 0.044,-0.461, 0.090,-0.632,-0.078,-0.260,-0.043
2016-03-09-12,   736398.5,-0.413, 0.241,-0.533,-0.006,-0.266, 0.079,-0.469, 0.093,-0.502,-0.179,-0.277,-0.012
2016-03-09-13,736398.5417,-0.402, 0.216,-0.578, 0.053,-0.239, 0.049,-0.451, 0.073,-0.564,-0.138,-0.242,-0.032
2016-03-09-14,736398.5833,-0.389, 0.205,-0.559, 0.049,-0.228, 0.045,-0.435, 0.068,-0.544,-0.136,-0.230,-0.032
2016-03-09-15, 736398.625,-0.395, 0.193,-0.577, 0.057,-0.222, 0.050,-0.437, 0.054,-0.564,-0.134,-0.226,-0.025
2016-03-09-16,736398.6667,-0.389, 0.194,-0.525, 0.052,-0.226, 0.065,-0.431, 0.057,-0.513,-0.122,-0.235,-0.012
2016-03-09-17,736398.7083,-0.402, 0.217,-0.412,-0.002,-0.258, 0.105,-0.451, 0.074,-0.389,-0.136,-0.278, 0.016
2016-03-09-18,  736398.75,-0.412, 0.234,-0.389, 0.079,-0.276, 0.127,-0.466, 0.087,-0.394,-0.052,-0.303, 0.030
2016-03-09-19,736398.7917,-0.460, 0.247,-0.407, 0.004,-0.292, 0.166,-0.515, 0.083,-0.387,-0.128,-0.330, 0.062
2016-03-09-20,736398.8333,-0.463, 0.264,-0.490, 0.050,-0.285, 0.144,-0.524, 0.099,-0.479,-0.112,-0.316, 0.043
2016-03-09-21, 736398.875,-0.468, 0.272,-0.536, 0.120,-0.284, 0.121,-0.531, 0.104,-0.546,-0.062,-0.308, 0.022
2016-03-09-22,736398.9167,-0.459, 0.271,-0.543, 0.142,-0.270, 0.102,-0.523, 0.106,-0.560,-0.042,-0.288, 0.008
2016-03-09-23,736398.9583,-0.469, 0.278,-0.525, 0.122,-0.262, 0.088,-0.534, 0.110,-0.536,-0.056,-0.276,-0.002
2016-03-10-00,     736399,-0.476, 0.285,-0.598, 0.072,-0.278, 0.102,-0.542, 0.114,-0.588,-0.127,-0.296, 0.006
2016-03-10-01,736399.0417,-0.478, 0.273,-0.652, 0.004,-0.267, 0.095,-0.540, 0.102,-0.618,-0.208,-0.284, 0.002
2016-03-10-02,736399.0833,-0.460, 0.250,-0.722,-0.018,-0.247, 0.064,-0.517, 0.087,-0.677,-0.252,-0.254,-0.020
2016-03-10-03, 736399.125,-0.439, 0.256,-0.522, 0.039,-0.252, 0.073,-0.499, 0.099,-0.506,-0.133,-0.262,-0.013
2016-03-10-04,736399.1667,-0.444, 0.232,-0.647,-0.053,-0.245, 0.079,-0.496, 0.075,-0.595,-0.261,-0.257,-0.005
2016-03-10-05,736399.2083,-0.432, 0.227,-0.613,-0.003,-0.232, 0.061,-0.482, 0.074,-0.578,-0.202,-0.239,-0.018
2016-03-10-06,  736399.25,-0.437, 0.233,-0.585, 0.024,-0.233, 0.080,-0.489, 0.078,-0.561,-0.167,-0.247, 0.000
2016-03-10-07,736399.2917,-0.461, 0.253,-0.595, 0.026,-0.241, 0.108,-0.518, 0.089,-0.571,-0.169,-0.263, 0.024
2016-03-10-08,736399.3333,-0.435, 0.233,-0.584, 0.133,-0.226, 0.082,-0.487, 0.079,-0.595,-0.065,-0.240, 0.004
2016-03-10-09, 736399.375,-0.421, 0.218,-0.640, 0.208,-0.204, 0.056,-0.469, 0.069,-0.673,-0.011,-0.212,-0.014
2016-03-10-10,736399.4167,-0.410, 0.222,-0.596, 0.150,-0.208, 0.070,-0.460, 0.076,-0.612,-0.053,-0.220,-0.002
2016-03-10-11,736399.4583,-0.400, 0.224,-0.546, 0.118,-0.208, 0.064,-0.451, 0.082,-0.554,-0.066,-0.218,-0.007
2016-03-10-12,   736399.5,-0.400, 0.202,-0.541, 0.055,-0.207, 0.084,-0.445, 0.061,-0.529,-0.124,-0.223, 0.012
2016-03-10-13,736399.5417,-0.382, 0.189,-0.556, 0.062,-0.193, 0.076,-0.423, 0.054,-0.546,-0.123,-0.207, 0.009
2016-03-10-14,736399.5833,-0.364, 0.156,-0.584, 0.146,-0.181, 0.054,-0.396, 0.029,-0.599,-0.052,-0.189,-0.008
2016-03-10-15, 736399.625,-0.352, 0.139,-0.549, 0.154,-0.187, 0.043,-0.378, 0.017,-0.569,-0.033,-0.191,-0.021
2016-03-10-16,736399.6667,-0.327, 0.116,-0.530, 0.169,-0.183, 0.028,-0.347, 0.003,-0.557,-0.013,-0.182,-0.033
2016-03-10-17,736399.7083,-0.329, 0.114,-0.434, 0.046,-0.190, 0.051,-0.348, 0.001,-0.425,-0.098,-0.196,-0.014
2016-03-10-18,  736399.75,-0.329, 0.135,-0.340,-0.111,-0.216, 0.105,-0.355, 0.020,-0.285,-0.216,-0.239, 0.029
2016-03-10-19,736399.7917,-0.323, 0.122,-0.411, 0.017,-0.195, 0.075,-0.345, 0.011,-0.394,-0.118,-0.209, 0.007
2016-03-10-20,736399.8333,-0.324, 0.139,-0.405, 0.094,-0.198, 0.055,-0.351, 0.026,-0.414,-0.043,-0.205,-0.013
2016-03-10-21, 736399.875,-0.327, 0.141,-0.397, 0.130,-0.204, 0.067,-0.355, 0.027,-0.418,-0.007,-0.215,-0.003
2016-03-10-22,736399.9167,-0.335, 0.128,-0.421, 0.135,-0.200, 0.063,-0.358, 0.013,-0.442,-0.009,-0.210,-0.005
2016-03-10-23,736399.9583,-0.333, 0.124,-0.400, 0.166,-0.205, 0.047,-0.355, 0.008,-0.432, 0.027,-0.209,-0.023
2016-03-11-00,     736400,-0.337, 0.149,-0.336, 0.085,-0.205, 0.058,-0.367, 0.031,-0.345,-0.029,-0.213,-0.012
2016-03-11-01,736400.0417,-0.308, 0.139,-0.338, 0.063,-0.188, 0.050,-0.337, 0.031,-0.340,-0.050,-0.194,-0.014
2016-03-11-02,736400.0833,-0.308, 0.136,-0.340, 0.060,-0.192, 0.043,-0.335, 0.029,-0.341,-0.054,-0.196,-0.021
2016-03-11-03, 736400.125,-0.298, 0.138,-0.364, 0.081,-0.179, 0.029,-0.327, 0.033,-0.370,-0.041,-0.178,-0.031
2016-03-11-04,736400.1667,-0.297, 0.139,-0.405, 0.098,-0.170, 0.034,-0.326, 0.034,-0.414,-0.039,-0.172,-0.024
2016-03-11-05,736400.2083,-0.298, 0.150,-0.436, 0.192,-0.161, 0.014,-0.331, 0.045,-0.475, 0.039,-0.157,-0.039
2016-03-11-06,  736400.25,-0.321, 0.175,-0.405, 0.195,-0.168, 0.026,-0.360, 0.061,-0.446, 0.052,-0.167,-0.031
2016-03-11-07,736400.2917,-0.319, 0.170,-0.410, 0.223,-0.169, 0.030,-0.357, 0.057,-0.460, 0.077,-0.170,-0.027
2016-03-11-08,736400.3333,-0.316, 0.154,-0.410, 0.215,-0.170, 0.044,-0.349, 0.042,-0.458, 0.070,-0.175,-0.014
2016-03-11-09, 736400.375,-0.318, 0.151,-0.422, 0.193,-0.159, 0.058,-0.350, 0.039,-0.462, 0.045,-0.170, 0.003
2016-03-11-10,736400.4167,-0.333, 0.152,-0.451, 0.180,-0.172, 0.074,-0.364, 0.036,-0.485, 0.023,-0.187, 0.014
2016-03-11-11,736400.4583,-0.315, 0.146,-0.385, 0.149,-0.167, 0.072,-0.346, 0.035,-0.412, 0.016,-0.182, 0.014
2016-03-11-12,   736400.5,-0.305, 0.139,-0.361, 0.175,-0.167, 0.054,-0.334, 0.032,-0.399, 0.048,-0.176,-0.003
2016-03-11-13,736400.5417,-0.300, 0.146,-0.336, 0.150,-0.166, 0.047,-0.331, 0.040,-0.367, 0.033,-0.172,-0.010
2016-03-11-14,736400.5833,-0.298, 0.140,-0.330, 0.189,-0.169, 0.030,-0.327, 0.035,-0.374, 0.071,-0.170,-0.026
2016-03-11-15, 736400.625,-0.276, 0.175,-0.266, 0.104,-0.189, 0.085,-0.318, 0.075,-0.286, 0.012,-0.207, 0.019
2016-03-11-16,736400.6667,-0.288, 0.152,-0.294, 0.162,-0.173, 0.034,-0.321, 0.050,-0.331, 0.058,-0.175,-0.024
2016-03-11-17,736400.7083,-0.305, 0.143,-0.315, 0.147,-0.174, 0.028,-0.335, 0.036,-0.345, 0.037,-0.174,-0.030
2016-03-11-18,  736400.75,-0.315, 0.134,-0.331, 0.147,-0.174, 0.025,-0.341, 0.024,-0.361, 0.031,-0.173,-0.033
2016-03-11-19,736400.7917,-0.308, 0.141,-0.311, 0.126,-0.169, 0.023,-0.337, 0.033,-0.335, 0.018,-0.167,-0.034
2016-03-11-20,736400.8333,-0.322, 0.142,-0.331, 0.120,-0.180, 0.036,-0.351, 0.029,-0.352, 0.006,-0.182,-0.025
2016-03-11-21, 736400.875,-0.344, 0.158,-0.352, 0.119,-0.187, 0.057,-0.377, 0.037,-0.372,-0.002,-0.195,-0.007
2016-03-11-22,736400.9167,-0.363, 0.182,-0.331, 0.138,-0.202, 0.080,-0.402, 0.054,-0.358, 0.023,-0.217, 0.010
2016-03-11-23,736400.9583,-0.384, 0.200,-0.312, 0.093,-0.213, 0.098,-0.428, 0.064,-0.326,-0.013,-0.233, 0.023
2016-03-12-00,     736401,-0.392, 0.201,-0.311, 0.032,-0.228, 0.138,-0.436, 0.062,-0.304,-0.071,-0.260, 0.056
2016-03-12-01,736401.0417,-0.385, 0.196,-0.338, 0.004,-0.219, 0.105,-0.428, 0.060,-0.321,-0.106,-0.241, 0.028
2016-03-12-02,736401.0833,-0.392, 0.197,-0.368, 0.023,-0.213, 0.092,-0.435, 0.059,-0.356,-0.099,-0.232, 0.018
2016-03-12-03, 736401.125,-0.377, 0.201,-0.431, 0.089,-0.197, 0.058,-0.422, 0.068,-0.436,-0.057,-0.205,-0.009
2016-03-12-04,736401.1667,-0.364, 0.177,-0.490, 0.118,-0.201, 0.021,-0.402, 0.049,-0.502,-0.048,-0.197,-0.046
2016-03-12-05,736401.2083,-0.353, 0.185,-0.427, 0.083,-0.208, 0.044,-0.394, 0.060,-0.431,-0.060,-0.211,-0.026
2016-03-12-06,  736401.25,-0.352, 0.180,-0.490, 0.096,-0.203, 0.034,-0.391, 0.056,-0.494,-0.068,-0.203,-0.034
2016-03-12-07,736401.2917,-0.368, 0.197,-0.456, 0.115,-0.223, 0.055,-0.412, 0.067,-0.468,-0.039,-0.229,-0.021
2016-03-12-08,736401.3333,-0.379, 0.209,-0.412, 0.172,-0.226, 0.067,-0.426, 0.074,-0.446, 0.029,-0.235,-0.010
2016-03-12-09, 736401.375,-0.378, 0.224,-0.375, 0.204,-0.240, 0.097,-0.430, 0.089,-0.421, 0.071,-0.258, 0.014
2016-03-12-10,736401.4167,-0.395, 0.248,-0.339, 0.191,-0.289, 0.131,-0.454, 0.105,-0.383, 0.070,-0.316, 0.029
2016-03-12-11,736401.4583,-0.399, 0.241,-0.326, 0.152,-0.300, 0.130,-0.455, 0.099,-0.358, 0.037,-0.326, 0.026
2016-03-12-12,   736401.5,-0.397, 0.255,-0.258, 0.144,-0.326, 0.149,-0.458, 0.112,-0.291, 0.052,-0.357, 0.035
2016-03-12-13,736401.5417,-0.408, 0.273,-0.221, 0.135,-0.337, 0.168,-0.475, 0.125,-0.253, 0.056,-0.373, 0.050
2016-03-12-14,736401.5833,-0.403, 0.246,-0.263, 0.107,-0.315, 0.139,-0.461, 0.101,-0.284, 0.016,-0.343, 0.029
2016-03-12-15, 736401.625,-0.406, 0.271,-0.103,-0.015,-0.346, 0.183,-0.472, 0.124,-0.093,-0.047,-0.387, 0.060
2016-03-12-16,736401.6667,-0.405, 0.252,-0.171,-0.074,-0.330, 0.165,-0.465, 0.107,-0.138,-0.126,-0.366, 0.048
2016-03-12-17,736401.7083,-0.400, 0.255,-0.121,-0.033,-0.333, 0.176,-0.461, 0.110,-0.103,-0.071,-0.372, 0.058
2016-03-12-18,  736401.75,-0.407, 0.253,-0.150, 0.080,-0.325, 0.129,-0.467, 0.107,-0.168, 0.027,-0.349, 0.016
2016-03-12-19,736401.7917,-0.427, 0.271,-0.214, 0.131,-0.342, 0.150,-0.492, 0.117,-0.245, 0.054,-0.372, 0.031
2016-03-12-20,736401.8333,-0.458, 0.302,-0.322, 0.155,-0.359, 0.185,-0.532, 0.137,-0.355, 0.042,-0.400, 0.058
2016-03-12-21, 736401.875,-0.470, 0.283,-0.495, 0.159,-0.335, 0.150,-0.537, 0.115,-0.520,-0.011,-0.366, 0.033
2016-03-12-22,736401.9167,-0.474, 0.295,-0.526, 0.191,-0.339, 0.138,-0.544, 0.125,-0.560, 0.009,-0.366, 0.020
2016-03-12-23,736401.9583,-0.505, 0.327,-0.624, 0.155,-0.375, 0.184,-0.583, 0.145,-0.640,-0.057,-0.415, 0.052
2016-03-13-00,     736402,-0.558, 0.395,-0.539, 0.073,-0.384, 0.276,-0.656, 0.192,-0.533,-0.106,-0.453, 0.136
2016-03-13-01,736402.0417,-0.532, 0.298,-0.759, 0.229,-0.311, 0.125,-0.600, 0.108,-0.792,-0.030,-0.334, 0.017
2016-03-13-02,736402.0833,-0.535, 0.336,-0.638, 0.126,-0.362, 0.155,-0.615, 0.144,-0.644,-0.088,-0.393, 0.028
2016-03-13-03, 736402.125,-0.529, 0.327,-0.570, 0.209,-0.357, 0.137,-0.607, 0.137,-0.607, 0.012,-0.382, 0.013
2016-03-13-04,736402.1667,-0.510, 0.343,-0.415, 0.246,-0.338, 0.149,-0.594, 0.159,-0.473, 0.097,-0.369, 0.031
2016-03-13-05,736402.2083,-0.486, 0.316,-0.352, 0.275,-0.353, 0.148,-0.562, 0.140,-0.422, 0.145,-0.382, 0.025
2016-03-13-06,  736402.25,-0.497, 0.317,-0.332, 0.265,-0.363, 0.139,-0.573, 0.138,-0.400, 0.143,-0.389, 0.013
2016-03-13-07,736402.2917,-0.546, 0.368,-0.344, 0.160,-0.366, 0.199,-0.636, 0.170,-0.377, 0.039,-0.411, 0.069
2016-03-13-08,736402.3333,-0.547, 0.357,-0.381, 0.150,-0.339, 0.188,-0.633, 0.160,-0.409, 0.018,-0.382, 0.067
2016-03-13-09, 736402.375,-0.558, 0.318,-0.553, 0.137,-0.326, 0.178,-0.631, 0.119,-0.567,-0.051,-0.366, 0.062
2016-03-13-10,736402.4167,-0.591, 0.337,-0.502, 0.012,-0.333, 0.199,-0.668, 0.126,-0.479,-0.152,-0.379, 0.080
2016-03-13-11,736402.4583,-0.583, 0.376,-0.501, 0.064,-0.342, 0.218,-0.673, 0.166,-0.494,-0.102,-0.394, 0.095
2016-03-13-12,   736402.5,-0.564, 0.341,-0.554, 0.110,-0.300, 0.162,-0.644, 0.139,-0.560,-0.076,-0.337, 0.056
2016-03-13-13,736402.5417,-0.561, 0.294,-0.598, 0.067,-0.266, 0.143,-0.626, 0.095,-0.587,-0.131,-0.298, 0.048
2016-03-13-14,736402.5833,-0.581, 0.255,-0.860, 0.122,-0.237, 0.129,-0.632, 0.052,-0.853,-0.164,-0.266, 0.045
2016-03-13-15, 736402.625,-0.569, 0.205,-1.007, 0.172,-0.211, 0.092,-0.605, 0.009,-1.008,-0.165,-0.230, 0.019
2016-03-13-16,736402.6667,-0.519, 0.151,-0.993, 0.178,-0.195, 0.047,-0.540,-0.027,-0.997,-0.155,-0.199,-0.019
2016-03-13-17,736402.7083,-0.516, 0.139,-1.030, 0.196,-0.186, 0.022,-0.533,-0.037,-1.038,-0.150,-0.183,-0.040
2016-03-13-18,  736402.75,-0.518, 0.141,-1.039, 0.118,-0.201, 0.051,-0.536,-0.035,-1.021,-0.227,-0.207,-0.017
2016-03-13-19,736402.7917,-0.490, 0.116,-0.976, 0.045,-0.177, 0.056,-0.501,-0.049,-0.937,-0.275,-0.185,-0.005
2016-03-13-20,736402.8333,-0.502, 0.100,-1.053, 0.057,-0.169, 0.067,-0.507,-0.069,-1.014,-0.289,-0.182, 0.008
2016-03-13-21, 736402.875,-0.480, 0.069,-1.101, 0.055,-0.137, 0.037,-0.477,-0.091,-1.059,-0.307,-0.142,-0.009
2016-03-13-22,736402.9167,-0.465, 0.056,-1.091, 0.050,-0.126, 0.028,-0.457,-0.099,-1.048,-0.308,-0.128,-0.014
2016-03-13-23,736402.9583,-0.437, 0.041,-1.042, 0.073,-0.097, 0.018,-0.427,-0.103,-1.009,-0.270,-0.098,-0.015
2016-03-14-00,     736403,-0.422, 0.030,-1.002, 0.076,-0.081, 0.006,-0.408,-0.109,-0.972,-0.255,-0.078,-0.021
2016-03-14-01,736403.0417,-0.398, 0.012,-0.894, 0.083,-0.076, 0.019,-0.380,-0.118,-0.872,-0.213,-0.078,-0.006
2016-03-14-02,736403.0833,-0.375,-0.003,-0.733, 0.049,-0.066, 0.018,-0.354,-0.125,-0.709,-0.192,-0.069,-0.005
2016-03-14-03, 736403.125,-0.357,-0.005,-0.645,-0.021,-0.055, 0.005,-0.336,-0.121,-0.603,-0.230,-0.054,-0.013
2016-03-14-04,736403.1667,-0.332,-0.022,-0.605,-0.081,-0.039,-0.033,-0.307,-0.128,-0.546,-0.273,-0.026,-0.044
2016-03-14-05,736403.2083,-0.278,-0.022,-0.546,-0.088,-0.033,-0.062,-0.255,-0.111,-0.488,-0.261,-0.011,-0.069
2016-03-14-06,  736403.25,-0.238,-0.017,-0.505,-0.116,-0.043,-0.042,-0.219,-0.094,-0.440,-0.274,-0.027,-0.054
2016-03-14-07,736403.2917,-0.220,-0.002,-0.477,-0.089,-0.074,-0.013,-0.208,-0.074,-0.422,-0.239,-0.065,-0.036
2016-03-14-08,736403.3333,-0.204, 0.011,-0.443,-0.054,-0.092,-0.012,-0.196,-0.056,-0.401,-0.195,-0.084,-0.041
2016-03-14-09, 736403.375,-0.194, 0.017,-0.428,-0.023,-0.087,-0.004,-0.188,-0.047,-0.397,-0.161,-0.081,-0.032
2016-03-14-10,736403.4167,-0.184, 0.030,-0.424, 0.020,-0.106, 0.005,-0.184,-0.031,-0.407,-0.119,-0.102,-0.030
2016-03-14-11,736403.4583,-0.188, 0.039,-0.385, 0.022,-0.144, 0.009,-0.191,-0.024,-0.371,-0.104,-0.139,-0.039
2016-03-14-12,   736403.5,-0.193, 0.049,-0.360,-0.009,-0.159, 0.022,-0.198,-0.016,-0.337,-0.126,-0.157,-0.031
2016-03-14-13,736403.5417,-0.178, 0.050,-0.319, 0.041,-0.152, 0.014,-0.185,-0.010,-0.315,-0.065,-0.149,-0.036
2016-03-14-14,736403.5833,-0.173, 0.057,-0.294, 0.099,-0.166, 0.016,-0.182,-0.003,-0.310,-0.002,-0.162,-0.039
2016-03-14-15, 736403.625,-0.172, 0.066,-0.263, 0.146,-0.166, 0.032,-0.184, 0.007,-0.296, 0.053,-0.168,-0.024
2016-03-14-16,736403.6667,-0.172, 0.083,-0.223, 0.149,-0.181, 0.052,-0.190, 0.022,-0.260, 0.068,-0.188,-0.009
2016-03-14-17,736403.7083,-0.168, 0.085,-0.193, 0.133,-0.177, 0.059,-0.187, 0.026,-0.226, 0.063,-0.186,-0.001
2016-03-14-18,  736403.75,-0.194, 0.105,-0.175, 0.102,-0.188, 0.081,-0.218, 0.036,-0.199, 0.040,-0.204, 0.015
2016-03-14-19,736403.7917,-0.213, 0.125,-0.142, 0.060,-0.202, 0.118,-0.242, 0.048,-0.154, 0.011,-0.229, 0.046
2016-03-14-20,736403.8333,-0.230, 0.125,-0.198, 0.054,-0.182, 0.114,-0.258, 0.044,-0.205,-0.013,-0.209, 0.049
2016-03-14-21, 736403.875,-0.233, 0.138,-0.218, 0.140,-0.199, 0.129,-0.265, 0.054,-0.252, 0.061,-0.231, 0.057
2016-03-14-22,736403.9167,-0.251, 0.131,-0.241, 0.076,-0.189, 0.137,-0.280, 0.043,-0.253,-0.007,-0.224, 0.068
2016-03-14-23,736403.9583,-0.274, 0.146,-0.259, 0.042,-0.169, 0.144,-0.307, 0.049,-0.259,-0.045,-0.207, 0.081
2016-03-15-00,     736404,-0.293, 0.148,-0.313, 0.123,-0.147, 0.099,-0.326, 0.045,-0.336, 0.014,-0.171, 0.045
2016-03-15-01,736404.0417,-0.301, 0.140,-0.340, 0.138,-0.134, 0.061,-0.330, 0.034,-0.366, 0.020,-0.147, 0.014
2016-03-15-02,736404.0833,-0.309, 0.143,-0.369, 0.191,-0.133, 0.049,-0.339, 0.035,-0.411, 0.061,-0.142, 0.003
2016-03-15-03, 736404.125,-0.313, 0.139,-0.344, 0.116,-0.133, 0.084,-0.341, 0.030,-0.363,-0.003,-0.153, 0.037
2016-03-15-04,736404.1667,-0.302, 0.139,-0.336, 0.104,-0.111, 0.073,-0.331, 0.033,-0.351,-0.011,-0.129, 0.033
2016-03-15-05,736404.2083,-0.284, 0.122,-0.358, 0.050,-0.108, 0.047,-0.309, 0.023,-0.354,-0.069,-0.117, 0.009
2016-03-15-06,  736404.25,-0.276, 0.122,-0.384, 0.094,-0.113, 0.064,-0.300, 0.025,-0.394,-0.036,-0.127, 0.024
2016-03-15-07,736404.2917,-0.257, 0.116,-0.361, 0.151,-0.085, 0.031,-0.281, 0.026,-0.391, 0.025,-0.091, 0.002
2016-03-15-08,736404.3333,-0.271, 0.123,-0.448, 0.100,-0.113, 0.029,-0.296, 0.028,-0.456,-0.051,-0.116,-0.009
2016-03-15-09, 736404.375,-0.259, 0.113,-0.487, 0.134,-0.103, 0.039,-0.282, 0.023,-0.504,-0.031,-0.110, 0.003
2016-03-15-10,736404.4167,-0.272, 0.119,-0.571, 0.160,-0.113, 0.077,-0.295, 0.024,-0.592,-0.034,-0.132, 0.035
2016-03-15-11,736404.4583,-0.293, 0.125,-0.693, 0.208,-0.116, 0.093,-0.318, 0.023,-0.723,-0.029,-0.140, 0.050
2016-03-15-12,   736404.5,-0.300, 0.124,-0.701, 0.203,-0.142, 0.114,-0.324, 0.019,-0.729,-0.036,-0.171, 0.061
2016-03-15-13,736404.5417,-0.315, 0.134,-0.733, 0.198,-0.138, 0.128,-0.341, 0.024,-0.757,-0.051,-0.172, 0.076
2016-03-15-14,736404.5833,-0.338, 0.145,-0.717, 0.118,-0.125, 0.109,-0.367, 0.027,-0.716,-0.122,-0.154, 0.062
2016-03-15-15, 736404.625,-0.335, 0.145,-0.756, 0.210,-0.107, 0.088,-0.364, 0.028,-0.783,-0.048,-0.130, 0.048
2016-03-15-16,736404.6667,-0.337, 0.146,-0.677, 0.210,-0.104, 0.092,-0.366, 0.029,-0.709,-0.022,-0.128, 0.053
2016-03-15-17,736404.7083,-0.337, 0.143,-0.649, 0.195,-0.079, 0.036,-0.365, 0.025,-0.677,-0.027,-0.086, 0.008
2016-03-15-18,  736404.75,-0.314, 0.144,-0.615, 0.226,-0.090, 0.009,-0.344, 0.034,-0.655, 0.014,-0.088,-0.021
2016-03-15-19,736404.7917,-0.312, 0.133,-0.600, 0.193,-0.107, 0.032,-0.339, 0.024,-0.630,-0.013,-0.112,-0.005
2016-03-15-20,736404.8333,-0.313, 0.134,-0.581, 0.137,-0.125, 0.104,-0.340, 0.025,-0.594,-0.060,-0.152, 0.057
2016-03-15-21, 736404.875,-0.310, 0.135,-0.601, 0.109,-0.095, 0.087,-0.337, 0.027,-0.604,-0.092,-0.118, 0.052
2016-03-15-22,736404.9167,-0.299, 0.138,-0.631, 0.139,-0.072, 0.060,-0.328, 0.033,-0.642,-0.074,-0.088, 0.033
2016-03-15-23,736404.9583,-0.306, 0.142,-0.630, 0.108,-0.073, 0.069,-0.336, 0.034,-0.631,-0.103,-0.091, 0.042
2016-03-16-00,     736405,-0.315, 0.154,-0.633, 0.112,-0.088, 0.082,-0.348, 0.043,-0.635,-0.100,-0.110, 0.049
2016-03-16-01,736405.0417,-0.334, 0.165,-0.627, 0.108,-0.093, 0.098,-0.369, 0.047,-0.628,-0.102,-0.119, 0.063
2016-03-16-02,736405.0833,-0.324, 0.171,-0.611, 0.107,-0.088, 0.091,-0.362, 0.057,-0.612,-0.098,-0.113, 0.057
2016-03-16-03, 736405.125,-0.292, 0.162,-0.621, 0.129,-0.064, 0.060,-0.329, 0.058,-0.629,-0.080,-0.080, 0.036
2016-03-16-04,736405.1667,-0.297, 0.145,-0.653, 0.183,-0.051, 0.029,-0.328, 0.040,-0.677,-0.039,-0.058, 0.011
2016-03-16-05,736405.2083,-0.275, 0.157,-0.625, 0.301,-0.053, 0.016,-0.311, 0.059,-0.689, 0.081,-0.055,-0.002
2016-03-16-06,  736405.25,-0.286, 0.149,-0.589, 0.241,-0.071, 0.055,-0.319, 0.048,-0.635, 0.037,-0.085, 0.029
2016-03-16-07,736405.2917,-0.258, 0.139,-0.578, 0.273,-0.059, 0.041,-0.289, 0.048,-0.636, 0.070,-0.069, 0.019
2016-03-16-08,736405.3333,-0.249, 0.133,-0.560, 0.321,-0.072, 0.055,-0.279, 0.045,-0.634, 0.121,-0.086, 0.029
2016-03-16-09, 736405.375,-0.255, 0.130,-0.541, 0.252,-0.053, 0.044,-0.283, 0.040,-0.594, 0.063,-0.064, 0.025
2016-03-16-10,736405.4167,-0.260, 0.132,-0.496, 0.226,-0.061, 0.071,-0.289, 0.041,-0.543, 0.052,-0.081, 0.047
2016-03-16-11,736405.4583,-0.266, 0.147,-0.442, 0.117,-0.095, 0.133,-0.300, 0.052,-0.456,-0.033,-0.133, 0.095
2016-03-16-12,   736405.5,-0.276, 0.148,-0.397, 0.022,-0.119, 0.181,-0.309, 0.050,-0.382,-0.108,-0.172, 0.133
2016-03-16-13,736405.5417,-0.264, 0.153,-0.387, 0.045,-0.121, 0.193,-0.300, 0.058,-0.381,-0.083,-0.177, 0.143
2016-03-16-14,736405.5833,-0.261, 0.139,-0.404, 0.040,-0.101, 0.193,-0.292, 0.046,-0.395,-0.094,-0.158, 0.150
2016-03-16-15, 736405.625,-0.248, 0.143,-0.388, 0.089,-0.088, 0.186,-0.281, 0.054,-0.396,-0.043,-0.144, 0.147
2016-03-16-16,736405.6667,-0.250, 0.147,-0.414, 0.110,-0.058, 0.098,-0.284, 0.057,-0.427,-0.031,-0.087, 0.074
2016-03-16-17,736405.7083,-0.239, 0.148,-0.428, 0.106,-0.028, 0.051,-0.274, 0.063,-0.440,-0.039,-0.043, 0.039
2016-03-16-18,  736405.75,-0.241, 0.142,-0.445, 0.105,-0.048, 0.091,-0.274, 0.056,-0.455,-0.045,-0.075, 0.070
2016-03-16-19,736405.7917,-0.232, 0.126,-0.411, 0.131,-0.064, 0.071,-0.260, 0.044,-0.431,-0.010,-0.084, 0.047
